"iteration" "lambda0.8" "lambda0.975" "lambda1"
"1908" 1908 0.36668 0.38589 0.3825
"1909" 1909 0.36668 0.38589 0.3825
"1910" 1910 0.36668 0.38589 0.3825
"1911" 1911 0.36668 0.38589 0.3825
"1912" 1912 0.36668 0.38589 0.3825
"1913" 1913 0.36668 0.38589 0.3825
"1914" 1914 0.36668 0.38589 0.3825
"1915" 1915 0.36668 0.38589 0.3825
"1916" 1916 0.36668 0.38589 0.3825
"1917" 1917 0.36668 0.38589 0.3825
"1918" 1918 0.36668 0.38589 0.3825
"1919" 1919 0.36668 0.38589 0.3825
"1920" 1920 0.36668 0.38589 0.3825
"1921" 1921 0.36668 0.38589 0.3825
"1922" 1922 0.36668 0.38589 0.3825
"1923" 1923 0.36668 0.38589 0.3825
"1924" 1924 0.36668 0.38589 0.3825
"1925" 1925 0.36668 0.38589 0.3825
"1926" 1926 0.36668 0.38589 0.3825
"1927" 1927 0.36668 0.38589 0.3825
"1928" 1928 0.36668 0.38589 0.3825
"1929" 1929 0.36668 0.38589 0.3825
"1930" 1930 0.36668 0.38589 0.3825
"1931" 1931 0.36668 0.38589 0.3825
"1932" 1932 0.36668 0.38589 0.3825
"1933" 1933 0.36668 0.38589 0.3825
"1934" 1934 0.36668 0.38589 0.3825
"1935" 1935 0.36668 0.38589 0.3825
"1936" 1936 0.36668 0.38589 0.3825
"1937" 1937 0.36668 0.38589 0.3825
"1938" 1938 0.36668 0.38589 0.3825
"1939" 1939 0.36668 0.38589 0.3825
"1940" 1940 0.36668 0.38589 0.3825
"1941" 1941 0.36668 0.38589 0.3825
"1942" 1942 0.36668 0.38589 0.3825
"1943" 1943 0.36668 0.38589 0.3825
"1944" 1944 0.36668 0.38589 0.3825
"1945" 1945 0.36668 0.38589 0.3825
"1946" 1946 0.36668 0.38589 0.3825
"1947" 1947 0.36668 0.38589 0.3825
"1948" 1948 0.36668 0.38589 0.3825
"1949" 1949 0.36668 0.38589 0.3825
"1950" 1950 0.36668 0.38589 0.3825
"1951" 1951 0.36668 0.38589 0.3825
"1952" 1952 0.36668 0.38589 0.3825
"1953" 1953 0.36668 0.38589 0.3825
"1954" 1954 0.36668 0.38589 0.3825
"1955" 1955 0.36668 0.38584 0.3825
"1956" 1956 0.36668 0.38584 0.3825
"1957" 1957 0.36668 0.38584 0.3825
"1958" 1958 0.36668 0.38584 0.3825
"1959" 1959 0.36668 0.38584 0.3825
"1960" 1960 0.36668 0.38584 0.3825
"1961" 1961 0.36668 0.38584 0.3825
"1962" 1962 0.36668 0.38584 0.3825
"1963" 1963 0.36668 0.38584 0.3825
"1964" 1964 0.36668 0.38584 0.3825
"1965" 1965 0.36668 0.38584 0.3825
"1966" 1966 0.36668 0.38584 0.3825
"1967" 1967 0.36668 0.38584 0.3825
"1968" 1968 0.36668 0.38584 0.3825
"1969" 1969 0.36668 0.38584 0.3825
"1970" 1970 0.36668 0.38584 0.3825
"1971" 1971 0.36668 0.38584 0.3825
"1972" 1972 0.36668 0.38584 0.3825
"1973" 1973 0.36668 0.38584 0.3825
"1974" 1974 0.36668 0.38584 0.3825
"1975" 1975 0.36668 0.38584 0.3825
"1976" 1976 0.36668 0.38584 0.3825
"1977" 1977 0.36668 0.38584 0.3825
"1978" 1978 0.36668 0.38584 0.3825
"1979" 1979 0.36668 0.38584 0.3825
"1980" 1980 0.36668 0.38584 0.3825
"1981" 1981 0.36668 0.38584 0.3825
"1982" 1982 0.36668 0.38584 0.3825
"1983" 1983 0.36668 0.38584 0.3825
"1984" 1984 0.36668 0.38584 0.3825
"1985" 1985 0.36668 0.38584 0.3825
"1986" 1986 0.36668 0.38584 0.3825
"1987" 1987 0.36668 0.38584 0.3825
"1988" 1988 0.36668 0.38584 0.3825
"1989" 1989 0.36668 0.38584 0.3825
"1990" 1990 0.36668 0.38584 0.3825
"1991" 1991 0.36668 0.38584 0.3825
"1992" 1992 0.36668 0.38584 0.3825
"1993" 1993 0.36668 0.38584 0.3825
"1994" 1994 0.36668 0.38584 0.3825
"1995" 1995 0.36668 0.38584 0.3825
"1996" 1996 0.36668 0.38584 0.3825
"1997" 1997 0.36668 0.38584 0.3825
"1998" 1998 0.36668 0.38584 0.3825
"1999" 1999 0.36668 0.38584 0.3825
"2000" 2000 0.36668 0.38584 0.3825
